track_id,title,artist,genre,danceability,energy,valence,acousticness,instrumentalness,tempo,popularity
3MhdH8PxqH1FuQp3HBptUI,I'm Still in Love with You (feat. Sasha),Sean Paul;Sasha;Jeremy Harding;Murray Elias,dancehall,0.765,0.666,0.756,0.102,0.0,87.002,71
0Ck25uqrWpIM3yGPP5lxFW,Feel Like God,gazzzy;framed,sad,0.819,0.35,0.118,0.0585,0.243,121.966,71
1UmFLqmTmgHoSyvss6Q7gw,Serial Heartbreaker,FLETCHER,electro,0.587,0.873,0.52,0.11,0.00339,169.971,71
3FskQrDXcY24ur2fCvz35O,Ye,Burna Boy,dancehall,0.503,0.592,0.344,0.0181,0.00014,201.85,71
5HQEmiV2lKnSO6qa2fsR7x,I'm Not In Love,10cc,blues,0.404,0.523,0.164,0.685,0.000498,133.738,71
6mTvwBzWTGDOVeCNQEqtOE,Soch Na Sake,Amaal Mallik;Arijit Singh;Tulsi Kumar,pop,0.505,0.667,0.516,0.597,0.0,151.728,71
5QtQFSdyZEl0w4iDxAyv76,Namo Namo,Amit Trivedi,pop,0.648,0.711,0.33,0.436,0.0,119.935,71
0XwRlvv3KlOu4HWlOH34XG,Lover,Diljit Dosanjh,pop,0.827,0.587,0.774,0.203,0.0,119.936,71
5w0Xpt2YHT2Y3z3e4UUJP7,Kaise Hua,Vishal Mishra,pop,0.37,0.467,0.162,0.442,0.0,137.796,71
0UZLaEOSIc5kg0cc7eszqC,Manjha,Vishal Mishra,pop,0.524,0.515,0.368,0.674,0.0,169.882,71
3dPlLOjFnKpGpakkhPEIgF,OG,Prem Dhillon,pop,0.594,0.625,0.517,0.00521,0.0,96.706,71
4L6hCEc9xFf01U4d66JzK0,Tu / You,Armaan Malik,pop,0.717,0.471,0.426,0.792,1.24e-06,110.026,71
0nS2xf6yooLnSAthClLCDi,If You Had My Love (Kav Verhouzer Remix),TWOPILOTS;De Hofnar;Kav Verhouzer,french,0.73,0.699,0.624,0.0401,2.94e-06,122.968,71
0rMeOAvbQZ2RTG4B6L1M4p,Asal Mein,Darshan Raval,pop,0.656,0.551,0.329,0.721,1.26e-06,114.106,71
1ndGB6rvxKYN9seCYO1dTF,The Zephyr Song,Red Hot Chili Peppers,metal,0.725,0.803,0.403,0.013,3.66e-05,117.391,71
2AX5E86cn9n2dgioZEjirI,Golden Brown,The Stranglers,punk,0.562,0.383,0.599,0.143,0.124,93.764,71
6qZyM6JV8ohLC4S2EL5sFh,Barbaadiyan,Sachet Tandon;Nikhita Gandhi;Madhubanti Bagchi;Sachin-Jigar,pop,0.758,0.57,0.567,0.00374,2.47e-06,126.966,71
62nQ8UZVqR2RMvkJHkcO2o,Jeremy,Pearl Jam,grunge,0.285,0.846,0.287,0.0404,0.0,108.808,71
2VrSkfinwUSNc7uAXiL0FA,Let Me Down Slowly / Mai Dhoondhne Ko Zamaney / Kabhi Jo Badal Barsey (Medley),ShaSings;Xtreeemit,pop,0.605,0.371,0.496,0.396,0.0,149.566,71
6pzlnyHTVYi5FOmrgOmC95,Jaan 'Nisaar (Arijit),Arijit Singh,pop,0.481,0.392,0.257,0.478,0.0,91.796,71
56zZ48jdyY2oDXHVnwg5Di,Tum Hi Ho,Arijit Singh,pop,0.528,0.449,0.317,0.785,0.0,94.058,71
0xkGTPTijMU84dtHr3KQQi,Qaafirana,Arijit Singh;Nikhita Gandhi,pop,0.417,0.433,0.207,0.0726,0.0,169.92,71
6bdpj89aYEBjhpsenXAsmO,Enna Sona,A.R. Rahman;Arijit Singh,pop,0.717,0.416,0.381,0.635,1.43e-06,100.026,71
0WdbnNKO0Jt4BZACSDQh44,"Ghungroo (From ""War"")",Vishal-Shekhar;Arijit Singh;Shilpa Rao;Kumaar,pop,0.695,0.727,0.864,0.0744,0.000175,118.034,71
6fScgF2Y63ScU73nYju0ny,O Saathi,Atif Aslam;Arko,pop,0.481,0.496,0.453,0.588,0.0,89.839,71
6G8xvLFNkXy3HM5EbQI6c8,sail away,lovelytheband,alternative,0.743,0.835,0.955,0.25,0.0,120.019,71
70wFZWY6cKFxp3Qcq8uxH4,Ektarfa,King,pop,0.748,0.472,0.364,0.596,1.1e-05,149.97,71
5vfjUAhefN7IjHbTvVCT4Z,Holiday,Green Day,punk,0.538,0.884,0.736,0.000138,0.0,146.511,71
2KVwlelhxKUy8LVV6JypH3,Push,Matchbox Twenty,grunge,0.42,0.672,0.476,0.0067,0.0,168.019,71
1Gwu3d6lZjL99kw4dcFCsq,MIDDLE OF THE NIGHT,Loveless,punk,0.384,0.938,0.163,0.000236,0.0,92.859,71
16Of7eeW44kt0a1M0nitHM,You Make Me Feel... (feat. Sabi),Cobra Starship;Sabi,punk,0.668,0.857,0.748,0.0191,6.71e-06,131.959,71
7qFtcljd0PZ5kJZos70YjT,chance with you,mehro,songwriter,0.562,0.494,0.383,0.864,0.0259,144.104,71
3JfHYZKy5JmE5Fv4gDTCiz,Welcome to Wonderland,Anson Seabra,songwriter,0.703,0.179,0.346,0.949,0.0,97.427,71
6zfczP87XO2SxWlQtnjFNa,The Look,Metronomy,electronic,0.638,0.535,0.504,0.623,0.0391,84.947,71
6ZANrVuAMp2rpjhfbOuJly,Same Old Love,Selena Gomez,dance,0.672,0.593,0.438,0.0223,0.0,98.02,71
58qX77t2VWMWcycsh9zKLc,i don't want to watch the world end with someone else,Clinton Kane,songwriter,0.535,0.359,0.488,0.771,0.0,154.163,71
0jqK7sGTLsHPkQrrcrGuKD,Still Waiting,Sum 41,punk,0.431,0.95,0.56,0.00105,3.63e-05,191.936,71
0gOz9JUXsaKVzLTSmFDtdo,A Soulmate Who Wasn’t Meant to Be,Jess Benko,songwriter,0.571,0.0274,0.087,0.948,6.43e-06,124.209,71
6gPPoRYJwCsoB2VVdPJfmo,Miserable Man,David Kushner,songwriter,0.632,0.349,0.307,0.926,7.5e-05,109.981,71
5vYA1mW9g2Coh1HUFUSmlb,3AM,Matchbox Twenty,grunge,0.521,0.673,0.543,0.00573,0.0,108.031,71
7LNm1oWd6PniO9wRYpNY5o,j's lullaby (darlin' i'd wait for you),Delaney Bailey,songwriter,0.54,0.11,0.172,0.498,0.000614,76.068,71
7IK26RNUdgoZWJdlarrcty,All Night (Live),AP Dhillon;Shinda Kahlon,pop,0.723,0.456,0.0383,0.137,2.95e-05,101.139,71
1L3Nsi7YXtBxTdnbqektia,Hawa Banke,Darshan Raval,pop,0.625,0.598,0.5,0.616,0.0,90.078,71
04F42oEuKrRComYJfJuyVR,Backyard Boy,Claire Rosinkranz,indie,0.817,0.635,0.454,0.323,0.0,138.015,71
656vbT8JKkVx7g1yG12L89,Avec Toi,OBOY,french,0.661,0.666,0.381,0.457,0.0,92.475,71
67vYdAAM3oGsEImCRfbtsF,Times Like These,Foo Fighters,grunge,0.376,0.908,0.266,1.4e-05,1.4e-05,144.581,71
2H3wWrnO758y0fPH7Ilerg,Depression & Obsession,XXXTENTACION,emo,0.769,0.156,0.527,0.585,0.015,105.95,71
1XdbvPWz4lhyRBMz9cBy8b,GOOBA,6ix9ine,emo,0.611,0.688,0.393,0.0264,0.0,178.462,71
12g9IeQzX7xECLNxz8dpb5,I'm In Love With You,The 1975,alternative,0.668,0.902,0.913,0.169,8.74e-05,119.008,71
6r7ULK6c5CLVvImjTIztl1,Floor 555,XXXTENTACION,emo,0.695,0.686,0.354,0.000424,0.0023,105.219,71
7AsG1F1eMWd17RYan8M3Wm,Dil Nu,AP Dhillon;Shinda Kahlon,pop,0.811,0.655,0.925,0.0947,1.63e-06,117.979,71
4JmbtS0Muijl37KP9lDscy,Heart Burn,SUNMI,k-pop,0.84,0.656,0.783,0.0287,4.38e-06,121.99,71
5zWZ9iNevP0397xB3jWV2z,Brother Louie,Modern Talking,german,0.783,0.836,0.831,0.396,0.0236,108.966,71
6V50MyHPGhEmwYu0Wdyf0t,The Way It Is,Bruce Hornsby;The Range,piano,0.582,0.689,0.531,0.607,0.0571,111.166,71
5Az8KU81g2aLBbJN67F2CI,Mind Over Matter,Young the Giant,alternative,0.466,0.763,0.293,0.000501,0.0,154.914,71
5YSI1311X8t31PBjkBG4CZ,Wuthering Heights,Kate Bush,piano,0.481,0.392,0.52,0.366,0.0452,124.572,71
0XRbYXQUymj9SJkrr8YK5B,Keep Ya Head Up,2Pac,funk,0.598,0.732,0.595,0.144,0.0,172.329,71
4kOfxxnW1ukZdsNbCKY9br,What's Love Got to Do with It,Tina Turner,disco,0.851,0.406,0.792,0.219,6.41e-06,97.84,71
4XfI7M5gLwEY84gYiH4RDD,Devil's Advocate,The Neighbourhood,alt-rock,0.662,0.681,0.864,0.0321,0.139,98.004,71
6RUpJeXT6U4SPEafnr9Wr7,Where The Hood At,DMX,hardcore,0.537,0.948,0.792,0.151,0.0,186.151,71
5IKLwqBQG6KU6MP2zP80Nu,We Are Family - 1995 Remaster,Sister Sledge,disco,0.784,0.893,0.819,0.3,1.57e-05,118.738,71
7N1Vjtzr1lmmCW9iasQ8YO,Survival of the Fittest,Mobb Deep,hardcore,0.813,0.703,0.241,0.125,1.26e-06,94.828,71
3TlIt0ReIxPsVZcOEivT5U,It's Not Unusual,Tom Jones,british,0.476,0.722,0.909,0.598,0.0,92.966,71
3IkWmgGsXbsafrunwPojXO,From Now On,Hugh Jackman;The Greatest Showman Ensemble,show-tunes,0.516,0.518,0.0834,0.00483,0.00895,108.027,71
0aAR5HogGoT68EWFbyRFqx,What A Feeling,Irene Cara,disco,0.532,0.729,0.595,0.382,0.0,121.97,71
07UDTaRYJAsIhUZTyZSUzM,Ons,Huma,sleep,0.111,0.0185,0.0459,0.957,0.94,76.153,71
5uvosCdMlFdTXhoazkTI5R,Light My Fire,The Doors,psych-rock,0.413,0.725,0.44,0.369,2.16e-05,124.618,71
35IcAVSMsU9qzHfpPbvC8A,Feels Like,Gracie Abrams,indie-pop,0.617,0.483,0.176,0.702,0.000216,144.99,71
2DQ1ITjI0YoLFzuADN1ZBW,No Limit,G-Eazy;A$AP Rocky;Cardi B,indie,0.838,0.771,0.405,0.0117,0.0,175.957,71
7IkuRNVAjwXpZ2DheQHL4L,FIRE,EXID,k-pop,0.75,0.941,0.867,0.0111,2.11e-06,129.978,71
2t0wwvR15fc3K1ey8OiOaN,Selfless,The Strokes,garage,0.538,0.679,0.0888,0.191,0.00175,121.99,71
1gFNm7cXfG1vSMcxPpSxec,"Ob-La-Di, Ob-La-Da - Remastered 2009",The Beatles,psych-rock,0.818,0.728,0.975,0.232,0.0642,113.059,71
5TTGoX70AFrTvuEtqHK37S,No. 1 Party Anthem,Arctic Monkeys,garage,0.505,0.698,0.599,0.33,0.0887,115.013,71
3TO7bbrUKrOSPGRTB5MeCz,Time,Pink Floyd,psych-rock,0.359,0.48,0.355,0.521,0.0043,120.285,71
48p5E25cFPanxuwCTmTpuL,The Promise,When In Rome,synth-pop,0.629,0.876,0.358,0.0864,7.72e-05,118.01,71
6HPLeKiNm92RbykX2BDTUB,Stuck On You,Lionel Richie,disco,0.509,0.317,0.247,0.621,5.28e-05,131.783,71
7DFawVSjI88xR9mjnWwURg,If You Don't Know Me by Now - 2008 Remaster,Simply Red,british,0.638,0.352,0.204,0.492,0.0,94.173,71
3GKL13lkM5nRc4zC1lIOrR,Still Not a Player (feat. Joe) - Radio Version,Big Pun;Joe,hardcore,0.9,0.619,0.864,0.203,0.00156,94.121,71
07ABETRdek3ACMpRPvQuaT,Always on My Mind,Pet Shop Boys,synth-pop,0.533,0.783,0.726,0.0116,0.0565,124.874,71
5Uel5PmPBZICA0TQTI912U,Ay Mi Dios,IAmChino;Pitbull;Yandel;El Chacal,reggaeton,0.761,0.829,0.814,0.169,0.0,92.034,71
5iwyLsQ5yjnCaRrJGyAPZM,Endless Love,Lionel Richie;Diana Ross,disco,0.483,0.268,0.182,0.866,0.0163,93.47,71
7MDfN1ldfTMtuXXdVz2Pzc,Tears Dry On Their Own,Amy Winehouse,british,0.634,0.543,0.467,0.525,0.0,121.557,71
40gvh6jP5qxMJuMmF9lG9A,Baby Came Home 2 / Valentines,The Neighbourhood,alternative,0.21,0.499,0.108,0.0687,0.00315,74.094,71
1hciAV5LrrTkRV0g0StZ6h,Butter,BTS,k-pop,0.759,0.459,0.695,0.00323,0.0,109.997,71
5Fim1gaXBgsiFfsQAfQSDS,Hasta el Amanecer,Nicky Jam,latino,0.832,0.608,0.589,0.282,0.0,94.013,71
3kMrazSvILsgcwtidZd1Qd,Bulletproof,La Roux,synth-pop,0.674,0.882,0.682,0.000441,6.47e-05,123.016,71
78FHUZRbFDCG6VkRAQdFLm,Broken Wings,Mr. Mister,synth-pop,0.286,0.5,0.443,0.134,4.57e-05,99.162,71
5YJtMNWKe55yr49cyJgxva,Everytime We Touch,Cascada,techno,0.633,0.976,0.493,0.00281,1.29e-05,142.027,71
37mfTcSlX60JtAvAETytGs,Choke,I DONT KNOW HOW BUT THEY FOUND ME,alt-rock,0.516,0.85,0.583,0.00139,0.0,120.324,71
2sEk5R8ErGIFxbZ7rX6S2S,How to Be a Heartbreaker,MARINA,alternative,0.69,0.897,0.849,0.0142,0.0,140.05,71
2ctvdKmETyOzPb2GiJJT53,Breathe (In the Air),Pink Floyd,psych-rock,0.431,0.373,0.253,0.389,0.728,128.153,71
6eCmK3GQyFuTNWCJHsaF9d,Drive (feat. Wes Nelson),Clean Bandit;Topic;Wes Nelson,funk,0.81,0.571,0.771,0.0624,1.63e-06,125.994,71
3zjjzKg16tczCMwckGKGuH,Happy Pills,Weathers,alternative,0.521,0.885,0.344,0.00327,0.00904,115.985,71
493Rk3iS7rs8uPfpnfm95u,El Incomprendido,Farruko;Victor Cardenas;Dj Adoni,latino,0.754,0.841,0.541,0.113,0.0,128.019,71
1Hdz67JES35Z4h3Yd4PXvV,Bimbilikki Pilapi,Anirudh Ravichander;Ramya Behra;Sahithi Chaganti,hip-hop,0.645,0.947,0.823,0.426,2.26e-06,156.828,71
1Q5kgpp4pmyGqPwNBzkSrw,Roadhouse Blues,The Doors,psych-rock,0.623,0.633,0.895,0.336,4.6e-05,121.119,71
3IyCL4Em1GOpNGDf451Hg1,Could Have Been Me,The Struts,alt-rock,0.541,0.907,0.434,0.0158,0.000185,80.029,71
4HdzYTQiouB9BVYX7JOrhh,"Jalabulajangu (From ""Don"")",Anirudh Ravichander;Rokesh,hip-hop,0.635,0.823,0.457,0.0261,0.0,151.047,71
1xLs8Mu1QEVbGCpyHQ2r2U,Why,Dominic Fike,alt-rock,0.684,0.856,0.343,0.342,0.00728,117.027,71
5D507IC1VOAg7bKkmOblr6,"Bae (From ""Don"")",Anirudh Ravichander;Adithya RK,hip-hop,0.697,0.663,0.407,0.0701,1.04e-05,96.968,71
0FDMH2ahuIVzCybwHJK9zh,Quiere Beber,Anuel AA,latino,0.773,0.57,0.772,0.372,0.00524,95.038,71
3qI94hINNNeb4S7xQi18lS,Blame It on the Boogie,The Jacksons,disco,0.774,0.641,0.875,0.0765,0.0,113.256,71
5t9KYe0Fhd5cW6UYT4qP8f,Good Vibrations - Remastered 2001,The Beach Boys,psych-rock,0.396,0.473,0.385,0.326,0.000124,133.449,71
3G9l0CsH7HCkr0SqDE1juj,Happiness,The 1975,alternative,0.666,0.909,0.846,0.0438,0.108,118.007,71
6lKRMylSZMtA7EqPl0pcdI,Are You Satisfied?,MARINA,alternative,0.669,0.712,0.843,0.303,0.0,124.009,71
5qHYXcVvc9xsFB2uH7GpMN,Kokomo,The Beach Boys,psych-rock,0.682,0.635,0.927,0.00863,0.0,115.584,71
0pIiCv0GdhtsOjCJ5Y7zHj,Morenita,HUGEL;Cumbiafrica,deep-house,0.639,0.769,0.177,0.000701,0.742,123.983,71
0IVAlb0cFCH1cQ974iR1TU,Ms. Fat Booty,Mos Def,hardcore,0.782,0.589,0.869,0.148,0.0,90.438,71
4lJ6YVXQ0jUk5ILu0PSrA4,Ooh La La,Faces,psych-rock,0.601,0.574,0.8,0.579,1.14e-05,147.964,71
5uuJruktM9fMdN9Va0DUMl,Play That Funky Music,Wild Cherry,disco,0.814,0.672,0.933,0.0435,0.0,109.394,71
6Hu6dzwlvoyg3zBUC8k4BK,Sailing,Christopher Cross,disco,0.469,0.382,0.178,0.364,0.00025,149.994,71
1UqhkbzB1kuFwt2iy4h29Q,Cough Syrup,Young the Giant,alt-rock,0.534,0.721,0.225,0.0343,6.24e-06,128.978,71
4wajJ1o7jWIg62YqpkHC7S,Weird Fishes/ Arpeggi,Radiohead,alt-rock,0.531,0.61,0.199,0.772,0.756,152.958,71
2bZIDMpzVooosmPHn0tHnd,STEREOTYPE,STAYC,k-pop,0.605,0.805,0.738,0.313,0.0,148.298,71
6eYsOcDdB5b6rTO5ubMxeV,"Private Party (From ""Don"")",Anirudh Ravichander;Jonita Gandhi,hip-hop,0.862,0.886,0.896,0.184,1.33e-06,124.031,71
4g2WiijzSKzH8PApKDbadN,Touch,Sleeping At Last,ambient,0.415,0.104,0.18,0.955,3.79e-06,82.006,71
6bp0sJ0l3Ab3ZU0aktsYCf,Sun Will Shine,Robin Schulz;Tom Walker,german,0.534,0.714,0.415,0.00633,0.0,125.99,71
7f9I5WdyXm5q1XqnSYgQZb,Brianstorm,Arctic Monkeys,garage,0.42,0.974,0.463,8.15e-05,0.00155,165.182,71
5n8Aro6j1bEGIy7Tpo7FV7,Fuck Tha Police,N.W.A.,hardcore,0.859,0.75,0.857,0.0193,0.0,98.691,71
17yFjZSYYRT4n3t99TuqTu,90x180,Eno,german,0.822,0.564,0.596,0.48,0.00572,139.982,71
5LEHlRPjGcZ5RdagAwXpHS,Beautiful Imagination,Little Circuits,sleep,0.102,0.0333,0.0591,0.797,0.927,89.605,71
3NGT0Td7H4Is1qrlDQJxma,Check Yo Self - Remix,Ice Cube;Das EFX,funk,0.934,0.735,0.768,0.031,8.6e-06,101.368,71
5l6hpyTGBK0LAAxgPnqTQL,Look After You,The Fray,piano,0.447,0.592,0.283,0.0575,4.47e-06,78.039,71
7MF7QAodbGzNYav5ZfIhAY,Midnight Train to Georgia,Gladys Knight & The Pips,disco,0.595,0.379,0.448,0.271,2.81e-05,92.006,71
6LgJvl0Xdtc73RJ1mmpotq,Paranoid Android,Radiohead,alt-rock,0.251,0.848,0.207,0.0377,0.00591,163.709,70
6Pif6RkFoYzLygdqktus4Q,The Foundations of Decay,My Chemical Romance,punk,0.363,0.67,0.198,0.000582,0.548,150.15,70
3pxCXv0NACYfYnLjFcQW5D,Addicted,Saving Abel,grunge,0.512,0.864,0.527,0.000821,0.0,138.018,70
6FT83pFXKhDlXDsNJFAHWz,You Never Can Tell,Chuck Berry,rock-n-roll,0.525,0.852,0.884,0.731,5.11e-05,157.404,70
0KkIkfsLEJbrcIhYsCL7L5,China,Anuel AA;Daddy Yankee;KAROL G;Ozuna;J Balvin,reggae,0.786,0.808,0.608,0.0846,0.000289,105.029,70
5ynxx6zC4dgzsMHLYQ04Dc,Remedy,Seether,grunge,0.55,0.952,0.391,0.000193,0.000666,127.804,70
24BYTj1tb5ovZcnIbtdTYD,Test & Recognise - Flume Re-work,Seekae;Flume,idm,0.544,0.579,0.294,0.193,1.43e-05,109.769,70
0s1MIn7UaPbAfq85CnKVl6,LED,OmenXIII,emo,0.663,0.66,0.606,0.0905,0.0,200.117,70
4bpyaPa1xruVgE2GtsYbIW,Love You From a Distance,Ashley Kutcher,singer-songwriter,0.333,0.538,0.63,0.557,0.0,149.377,70
0uukw2CgEIApv4IWAjXrBC,Dead!,My Chemical Romance,punk,0.481,0.973,0.362,0.0037,0.000877,99.331,70
6ZxrUCaynLgKSUudACOTwj,Cold,Crossfade,grunge,0.451,0.815,0.618,6.06e-05,0.0,147.974,70
6akBF8JWM8lrpqejdwIfYI,16 Lines,Lil Peep,emo,0.607,0.45,0.121,0.0663,1.12e-05,105.992,70
0QQIhT6PtJ5glyn4HKNKQ6,All the Pretty Girls,KALEO,alt-rock,0.466,0.496,0.352,0.626,6.22e-06,74.747,70
1Qdnvn4XlmZANCVy3XjrQo,Show Me How to Live,Audioslave,grunge,0.433,0.854,0.368,0.000336,0.000177,89.4,70
2UwbhMie1EAYuTZ0QXeMwl,Save Me,XXXTENTACION,emo,0.731,0.204,0.191,0.307,0.0109,142.141,70
4jYt1pQqg2mIZmY4FWCZEM,Record Player (with AJR),Daisy the Great;AJR,indie-pop,0.665,0.684,0.927,0.247,0.0,73.986,70
2Lumsra3kuU61wXkEKzKaK,Disco,Surf Curse,punk,0.473,0.621,0.782,0.0253,0.000366,173.083,70
7rSERmjAT38lC5QhJ8hnQc,I'm Shipping Up To Boston,Dropkick Murphys,punk,0.452,0.928,0.6,0.000706,0.000637,129.188,70
0jOnZhF75V68VsBObWx2XO,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",Camille Saint-Saëns;Yo-Yo Ma;Kathryn Stott,french,0.169,0.0161,0.0573,0.986,0.86,128.143,70
1bFgMkoazsyZGSflpCzYm6,Pepas - Tiësto Remix,Farruko;Tiësto,reggae,0.769,0.688,0.387,0.00215,0.107,130.026,70
1yKAqZoi8xWGLCf5vajroL,The Ghost of You,My Chemical Romance,punk,0.202,0.886,0.192,0.0286,0.0,145.781,70
7uEcCGtM1FBBGIhPozhJjv,Daydream Believer,The Monkees,psych-rock,0.51,0.488,0.649,0.256,0.0,125.683,70
6qUEOWqOzu1rLPUPQ1ECpx,Walk This Way (feat. Aerosmith),Run–D.M.C.;Aerosmith,hardcore,0.761,0.711,0.947,0.0174,0.000101,105.448,70
19eIZmuXlBmLTha1lPHef7,Alors On Danse - DubDogz Remix,Stromae;Dubdogz,house,0.789,0.752,0.739,0.027,2.69e-05,122.98,70
3T0oPETOdddxJ2xTt2qJe4,Aaya Na Tu,Arjun Kanungo;Momina Mustehsan,hip-hop,0.665,0.539,0.368,0.825,5.85e-06,110.101,70
1skGwRjc7wYY70PJCAkKMr,Love Sick (feat. AR Paisley),Sidhu Moose Wala;AR Paisley,hip-hop,0.824,0.543,0.548,0.101,0.0,124.018,70
1IqFh00G2kvvMm8pRMpehA,Me and Bobby McGee,Janis Joplin,psych-rock,0.43,0.463,0.66,0.303,5.84e-05,93.405,70
1udKn1oNKYQSQ9OmiIWCMu,Do You Believe in Magic?,The Lovin' Spoonful,psych-rock,0.553,0.738,0.759,0.213,0.0,138.602,70
0l1i3nJ4aDMk0inxnvzYTz,Amplifier,Imran Khan,hip-hop,0.727,0.714,0.618,0.0209,0.0,164.003,70
35lxFAny9XDBkvE6r9j4uG,Happiness,The 1975,alternative,0.662,0.905,0.857,0.0529,0.0521,117.997,70
3WbphvawbMZ8FyqDxYGdSQ,When I'm Gone,3 Doors Down,grunge,0.53,0.768,0.374,0.00385,0.0,148.095,70
0NWPxcsf5vdjdiFUI8NgkP,Hey Joe,Jimi Hendrix,psych-rock,0.346,0.768,0.532,0.00603,0.38,169.492,70
7DByUXWmz1lQau0HLmdg1v,Lobby,Anitta;Missy Elliott,funk,0.759,0.711,0.436,0.0477,1.19e-06,111.902,70
77YKoNCjP5hWqiXMRG2839,Shine,Collective Soul,grunge,0.543,0.423,0.355,0.295,0.0862,150.132,70
2d8D7uk3tbAThjRkdfrx9c,Voyage voyage,Desireless,french,0.606,0.913,0.838,0.246,0.00696,123.58,70
1FBi1YWCAxlRmfuUbMINqO,Runaway,Lil Peep,emo,0.399,0.591,0.175,0.44,0.0616,79.892,70
2BstRQGodshjGpeDGQiNgo,Do It Again,Steely Dan,psych-rock,0.682,0.537,0.963,0.218,3.07e-05,124.574,70
0s1aSsYlLIEiy16LjFWbdp,Dirty Work,Steely Dan,psych-rock,0.631,0.354,0.522,0.795,0.000107,73.007,70
6IaHIJYxIG8xbosaRr25AC,Parshawan,Harnoor,pop,0.799,0.44,0.43,0.559,0.0,90.006,70
2LskIZrCeLxRvCiGP8gxlh,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION;Lil Pump;Swae Lee;Maluma,emo,0.703,0.723,0.288,0.0302,2.06e-06,104.969,70
44wXefe8WB9Fd6xwtmAwbR,Monkey Wrench,Foo Fighters,grunge,0.401,0.953,0.555,1.83e-05,2.56e-05,174.217,70
4Im6GRj17qa7NW76OsJh1s,I Guess I Just Feel Like,John Mayer,singer-songwriter,0.548,0.483,0.166,0.515,0.0674,159.952,70
2vR23BjIzpLMtzsyKrM6Mb,Saiyyan,Kailash Kher;Paresh Kamath;Naresh Kamath,hip-hop,0.473,0.562,0.316,0.65,0.000117,74.653,70
6BrMEbPSSj55nQhkgf6DnE,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",The Smiths,punk,0.241,0.468,0.451,0.534,0.0,91.581,70
4jhsuQCUCJKA5f0bXb6XdJ,It's My Life - 1997 Remaster,Talk Talk,synth-pop,0.627,0.802,0.867,0.197,0.784,126.283,70
7jwDuO7UZvWs77KNj9HbvF,The Phoenix,Fall Out Boy,emo,0.562,0.964,0.41,0.000539,1.57e-06,138.063,70
4vaxvNDaLSoD36iZX515ug,Betrayed,Lil Xan,emo,0.821,0.434,0.241,0.434,0.0,120.012,70
5vJMWciCIDG0R5gLZLF8DC,walk away as the door slams,Lil Peep;Lil Tracy,emo,0.553,0.572,0.168,0.000115,0.0,135.036,70
5gb9UJkh8TfrNMRYOJNbew,Gives You Hell,The All-American Rejects,punk,0.718,0.691,0.552,0.0159,0.0,100.008,70
6KtLECDztnah63TNmV4Plw,Wish You Were Here,Incubus,metal,0.246,0.768,0.35,0.000631,0.301,169.873,70
11BAVEGi1ivJ6JWLqKUNrZ,Catch & Release - Deepend Remix,Matt Simons;Deepend,singer-songwriter,0.838,0.536,0.107,0.555,0.000376,104.988,70
7Hr2XoaGpIMKbNXCZDZ3le,Awful Things,Lil Peep;Lil Tracy,emo,0.366,0.797,0.181,0.0157,0.0,169.986,70
4xlEKYv7HmC8zXoJIbpZKM,"Steady, As She Goes",The Raconteurs,garage,0.525,0.578,0.537,0.0132,0.00916,123.696,70
5mg6sU732O35VMfCYk3lmX,Ven Devórame Otra Vez,Lalo Rodriguez,salsa,0.704,0.719,0.962,0.633,0.00015,84.414,70
3TjoLn6AliBGi3QbwwTxKp,Swan Upon Leda,Hozier,singer-songwriter,0.312,0.399,0.144,0.471,0.583,126.025,70
1q0PYXTbDsirp2l74ng6pn,In Da Getto,J Balvin;Skrillex,latino,0.924,0.723,0.643,0.0177,2.61e-05,126.998,70
569uHYIB0X324FZOBEhvit,Ghostbusters,Ray Parker Jr.,disco,0.778,0.719,0.729,0.0123,0.0262,115.4,70
3RlsVPIIs5KFhLFhxZ4iDF,Rockstar,Nickelback,alt-rock,0.616,0.91,0.693,0.0459,0.0,144.072,70
4FvJysAX0y4TfHE9CIprrx,K alegría,DELLAFUENTE;Rvfv,latino,0.777,0.787,0.88,0.104,0.0161,110.02,70
4ipnJyDU3Lq15qBAYNqlqK,Mi Gente,J Balvin;Willy William,reggaeton,0.774,0.687,0.308,0.0179,1.17e-05,104.959,70
0nDGgXV5oI8TdAmWjUx65l,Nivel De Perreo,J Balvin;Ryan Castro,latino,0.802,0.828,0.722,0.0217,0.0,91.983,70
5dUMh0ugelpKfoFp3qChuK,Hit the Road Jack,Ray Charles,jazz,0.598,0.571,0.962,0.704,0.0,173.141,70
4crczEC1PpoD8TsDsmoWNI,Goodbye,Imanbek;Goodboys,electro,0.741,0.931,0.517,0.0225,0.000102,125.011,70
0aIW3ekrhK1eh3BYCh11op,Falling Apart,Michael Schulte,german,0.543,0.333,0.261,0.824,3.87e-06,109.789,70
0lNr0bkRupchqckGeSMSpZ,Veera Soora,Yuvan Shankar Raja,pop-film,0.518,0.723,0.363,0.157,1.2e-05,100.118,70
